created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-04-11 07:49:00,SR-1943727,Priority 4,Anjali Dubey,Finance,Invoice,Invoice issue reported by Anjali Dubey,Closed,2025-04-11 16:00:24,8.19,Low,10000
2025-06-27 14:01:00,SR-1994832,Priority 4,Anjali Fernandes,Finance,Expense Claim,Expense Claim issue reported by Anjali Fernandes,Closed,2025-06-29 04:35:12,38.57,Low,1000
2025-04-18 16:44:00,SR-1912443,Priority 1,Sadhana Demilian,ACCOPS,Token Reset,Token Reset issue reported by Sadhana Demilian,Open,,,Low,200
2025-05-09 06:55:00,SR-1937883,Priority 3,George Sharma,Facilities,Cafeteria,Cafeteria issue reported by George Sharma,Open,,,Medium,1000
2025-07-28 14:42:00,SR-1907261,Priority 4,Alfarhan Verma,Finance,Expense Claim,Expense Claim issue reported by Alfarhan Verma,In Progress,,,Medium,500
2025-04-06 18:53:00,INC-1925489,Priority 1,George Demilian,Finance,Budget Request,Budget Request issue reported by George Demilian,Open,,,Medium,500
2025-06-09 14:05:00,SR-1948564,Priority 2,Kunal Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Iyer,In Progress,,,High,200
2025-03-09 07:30:00,INC-1956151,Priority 1,Fatima Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Patel,In Progress,,,Low,500
2025-03-11 11:42:00,SR-1919695,Priority 4,George Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by George Wilson,Pending,,,High,5000
2025-07-24 06:55:00,SR-1904491,Priority 2,Fatima Wilson,IT Support,Software Install,Software Install issue reported by Fatima Wilson,Open,,,Low,500
2025-05-14 23:07:00,SR-1973464,Priority 4,David Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by David Wilson,In Progress,,,Medium,10000
2025-03-23 22:01:00,INC-1991316,Priority 2,David Wilson,Finance,Invoice,Invoice issue reported by David Wilson,In Progress,,,High,10000
2025-06-18 10:58:00,SR-1919427,Priority 1,George Fernandes,Finance,Expense Claim,Expense Claim issue reported by George Fernandes,Open,,,Medium,5000
2025-06-21 12:32:00,INC-1979850,Priority 3,Ravi Iyer,IT Support,Software Install,Software Install issue reported by Ravi Iyer,Pending,,,Medium,1000
2025-02-28 12:19:00,SR-1956254,Priority 4,Kunal Sharma,IT Support,Email Access,Email Access issue reported by Kunal Sharma,Open,,,High,1000
2025-04-17 14:53:00,SR-1915435,Priority 4,Anjali Singh,ACCOPS,Token Reset,Token Reset issue reported by Anjali Singh,Closed,2025-04-22 07:11:36,112.31,Low,200
2025-04-20 13:22:00,SR-1942242,Priority 3,Neha Fernandes,IT Support,Email Access,Email Access issue reported by Neha Fernandes,Pending,,,Critical,1000
2025-04-09 16:04:00,SR-1973330,Priority 4,Sadhana Khan,IT Support,Email Access,Email Access issue reported by Sadhana Khan,Closed,2025-04-11 13:46:36,45.71,Medium,200
2025-02-16 12:20:00,SR-1999416,Priority 4,Sadhana Khan,Finance,Expense Claim,Expense Claim issue reported by Sadhana Khan,Closed,2025-02-18 20:11:36,55.86,Critical,5000
2025-03-20 00:43:00,INC-1946103,Priority 1,Anjali Dubey,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Dubey,Open,,,Low,200
2025-04-22 08:44:00,INC-1945862,Priority 3,Kunal Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Wilson,Closed,2025-04-22 11:44:36,3.01,Critical,500
2025-03-12 04:51:00,SR-1921258,Priority 4,Sadhana Singh,ACCOPS,Token Reset,Token Reset issue reported by Sadhana Singh,Closed,2025-03-16 23:08:24,114.29,Critical,3000
2025-05-10 23:35:00,SR-1955177,Priority 3,Ravi Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by Ravi Wilson,In Progress,,,Critical,10000
2025-03-30 02:42:00,INC-1958828,Priority 2,Fatima Sharma,Finance,Invoice,Invoice issue reported by Fatima Sharma,In Progress,,,Critical,500
2025-07-06 10:44:00,SR-1924690,Priority 3,Fatima Fernandes,HR,Leave Policy,Leave Policy issue reported by Fatima Fernandes,Pending,,,Critical,1000
2025-05-03 05:07:00,SR-1926111,Priority 3,Fatima Singh,Facilities,Seating,Seating issue reported by Fatima Singh,In Progress,,,Low,500
2025-04-27 11:30:00,INC-1946203,Priority 1,David Khan,HR,Compliance,Compliance issue reported by David Khan,Closed,2025-04-28 14:53:24,27.39,High,3000
2025-03-30 12:08:00,INC-1975347,Priority 2,David Sharma,HR,Leave Policy,Leave Policy issue reported by David Sharma,Open,,,Low,3000
2025-02-18 10:01:00,INC-1936001,Priority 3,David Patel,HR,Leave Policy,Leave Policy issue reported by David Patel,In Progress,,,Low,10000
2025-07-22 03:53:00,INC-1939122,Priority 4,Kunal Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Wilson,Closed,2025-07-22 23:06:48,19.23,Critical,200
2025-03-06 08:20:00,INC-1931009,Priority 1,Anjali Fernandes,IT Support,Email Access,Email Access issue reported by Anjali Fernandes,Closed,2025-03-09 19:53:00,83.55,Medium,200
2025-02-23 15:24:00,SR-1987937,Priority 4,Anjali Iyer,Network,Connectivity,Connectivity issue reported by Anjali Iyer,Open,,,Critical,200
2025-06-06 11:37:00,INC-1919621,Priority 3,Priya Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Iyer,Pending,,,Low,200
2025-03-01 17:20:00,SR-1914784,Priority 3,George Patel,LM Onboarding,Resource Extension,Resource Extension issue reported by George Patel,Open,,,High,3000
2025-04-29 03:31:00,INC-1951471,Priority 1,Kunal Patel,ACCOPS,Token Reset,Token Reset issue reported by Kunal Patel,Pending,,,Critical,10000
2025-07-23 19:57:00,SR-1974212,Priority 3,Kunal Khan,Network,Connectivity,Connectivity issue reported by Kunal Khan,In Progress,,,High,200
2025-03-13 19:29:00,SR-1948096,Priority 1,George Sharma,HR,Compliance,Compliance issue reported by George Sharma,Closed,2025-03-18 12:57:48,113.48,High,1000
2025-07-12 08:19:00,SR-1935003,Priority 3,Priya Patel,Network,Firewall,Firewall issue reported by Priya Patel,In Progress,,,Low,1000
2025-03-17 16:26:00,SR-1992039,Priority 3,George Fernandes,Network,Connectivity,Connectivity issue reported by George Fernandes,Pending,,,High,3000
2025-03-29 16:50:00,INC-1989796,Priority 3,George Fernandes,Finance,Invoice,Invoice issue reported by George Fernandes,Open,,,Low,1000
2025-04-24 10:16:00,SR-1990063,Priority 3,Sadhana Sharma,Network,Connectivity,Connectivity issue reported by Sadhana Sharma,Closed,2025-04-25 19:19:36,33.06,Low,10000
2025-02-18 20:29:00,SR-1984201,Priority 3,Neha Khan,Network,Connectivity,Connectivity issue reported by Neha Khan,Open,,,Medium,5000
2025-04-13 12:50:00,INC-1970433,Priority 4,Alfarhan Wilson,Facilities,Seating,Seating issue reported by Alfarhan Wilson,Closed,2025-04-14 22:33:12,33.72,High,10000
2025-06-25 21:01:00,SR-1976582,Priority 4,Priya Singh,Facilities,Seating,Seating issue reported by Priya Singh,In Progress,,,Low,1000
2025-07-12 04:58:00,INC-1900706,Priority 4,David Wilson,Network,Firewall,Firewall issue reported by David Wilson,Pending,,,Low,200
2025-04-06 23:40:00,INC-1947799,Priority 3,Ravi Dubey,Facilities,Cafeteria,Cafeteria issue reported by Ravi Dubey,Closed,2025-04-11 01:02:12,97.37,Medium,200
2025-05-27 02:34:00,INC-1991665,Priority 4,Alfarhan Khan,Finance,Budget Request,Budget Request issue reported by Alfarhan Khan,Pending,,,Medium,10000
2025-07-27 10:28:00,SR-1977041,Priority 2,Alfarhan Wilson,IT Support,Email Access,Email Access issue reported by Alfarhan Wilson,Closed,2025-07-30 08:32:48,70.08,Critical,3000
2025-05-04 09:03:00,SR-1921936,Priority 2,Alfarhan Singh,Finance,Expense Claim,Expense Claim issue reported by Alfarhan Singh,Open,,,Low,5000
2025-04-05 20:22:00,SR-1946925,Priority 2,Kunal Verma,Facilities,Transport,Transport issue reported by Kunal Verma,Open,,,Critical,1000
2025-03-25 14:29:00,INC-1920006,Priority 1,David Iyer,Finance,Expense Claim,Expense Claim issue reported by David Iyer,In Progress,,,Critical,3000
2025-05-09 12:58:00,SR-1967660,Priority 2,Neha Iyer,ACCOPS,VPN,VPN issue reported by Neha Iyer,In Progress,,,Critical,3000
2025-02-25 06:21:00,INC-1916175,Priority 3,Ravi Patel,Finance,Invoice,Invoice issue reported by Ravi Patel,Pending,,,Low,5000
2025-04-14 14:25:00,INC-1925158,Priority 3,Fatima Iyer,ACCOPS,Token Reset,Token Reset issue reported by Fatima Iyer,Closed,2025-04-16 21:37:00,55.2,Medium,500
2025-07-28 14:30:00,SR-1948093,Priority 1,Sadhana Demilian,IT Support,Email Access,Email Access issue reported by Sadhana Demilian,Open,,,High,3000
2025-07-12 13:56:00,INC-1960513,Priority 2,Anjali Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Anjali Demilian,Pending,,,Low,500
2025-02-10 03:01:00,SR-1902557,Priority 4,Fatima Patel,HR,Compliance,Compliance issue reported by Fatima Patel,In Progress,,,Critical,200
2025-06-23 19:12:00,SR-1956995,Priority 4,Ravi Singh,HR,Payroll,Payroll issue reported by Ravi Singh,Pending,,,High,1000
2025-04-07 12:42:00,INC-1984913,Priority 4,David Demilian,HR,Payroll,Payroll issue reported by David Demilian,Open,,,Low,5000
2025-03-09 12:36:00,SR-1937593,Priority 4,Sadhana Verma,HR,Compliance,Compliance issue reported by Sadhana Verma,In Progress,,,Medium,3000
2025-03-25 04:41:00,SR-1994067,Priority 2,Anjali Fernandes,IT Support,Email Access,Email Access issue reported by Anjali Fernandes,Open,,,Low,1000
2025-03-31 04:07:00,INC-1953368,Priority 4,Kunal Demilian,Finance,Budget Request,Budget Request issue reported by Kunal Demilian,Closed,2025-04-03 23:06:24,90.99,Low,200
2025-05-05 11:02:00,INC-1962606,Priority 4,Sadhana Fernandes,HR,Compliance,Compliance issue reported by Sadhana Fernandes,Pending,,,Medium,200
2025-06-16 14:20:00,INC-1985670,Priority 2,Fatima Sharma,HR,Leave Policy,Leave Policy issue reported by Fatima Sharma,Pending,,,Low,200
2025-06-09 13:55:00,INC-1992051,Priority 2,Priya Khan,Finance,Invoice,Invoice issue reported by Priya Khan,Closed,2025-06-10 13:37:36,23.71,High,3000
2025-06-25 20:51:00,INC-1928522,Priority 4,George Singh,Finance,Expense Claim,Expense Claim issue reported by George Singh,Open,,,Medium,1000
2025-03-22 18:22:00,INC-1900822,Priority 4,Neha Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Singh,Open,,,Low,200
2025-05-03 07:50:00,SR-1963590,Priority 3,George Fernandes,ACCOPS,Account Access,Account Access issue reported by George Fernandes,Closed,2025-05-03 14:05:00,6.25,Critical,1000
2025-05-30 05:38:00,INC-1914752,Priority 3,Neha Sharma,Facilities,Transport,Transport issue reported by Neha Sharma,Pending,,,Medium,500
2025-07-03 10:57:00,INC-1981783,Priority 1,Alfarhan Demilian,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Demilian,Closed,2025-07-05 17:34:48,54.63,Medium,5000
2025-06-10 23:02:00,INC-1970671,Priority 1,Ravi Singh,Network,Connectivity,Connectivity issue reported by Ravi Singh,Pending,,,High,1000
2025-02-19 14:59:00,SR-1925228,Priority 3,Alfarhan Khan,IT Support,Email Access,Email Access issue reported by Alfarhan Khan,Pending,,,High,1000
2025-07-15 09:58:00,SR-1922558,Priority 4,Fatima Singh,ACCOPS,VPN,VPN issue reported by Fatima Singh,Pending,,,Low,10000
2025-07-07 05:36:00,SR-1993189,Priority 2,Kunal Iyer,Finance,Expense Claim,Expense Claim issue reported by Kunal Iyer,Open,,,Critical,1000
2025-03-16 14:11:00,SR-1956845,Priority 1,Priya Dubey,HR,Leave Policy,Leave Policy issue reported by Priya Dubey,Open,,,Low,1000
2025-02-05 23:30:00,INC-1992313,Priority 3,Neha Verma,HR,Compliance,Compliance issue reported by Neha Verma,In Progress,,,Medium,500
2025-05-06 04:31:00,INC-1950012,Priority 2,Anjali Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Anjali Demilian,Closed,2025-05-10 21:16:00,112.75,Medium,1000
2025-04-21 02:15:00,INC-1948232,Priority 1,David Dubey,Finance,Expense Claim,Expense Claim issue reported by David Dubey,Pending,,,Critical,3000
2025-06-04 14:51:00,SR-1991256,Priority 2,Alfarhan Patel,HR,Compliance,Compliance issue reported by Alfarhan Patel,Pending,,,Medium,10000
2025-05-29 19:03:00,INC-1994879,Priority 2,Kunal Khan,Facilities,Cafeteria,Cafeteria issue reported by Kunal Khan,Pending,,,Medium,1000
2025-04-11 23:30:00,SR-1972807,Priority 3,David Fernandes,IT Support,Email Access,Email Access issue reported by David Fernandes,Closed,2025-04-16 22:40:12,119.17,Critical,1000
2025-07-07 21:18:00,INC-1990651,Priority 4,Priya Sharma,ACCOPS,Account Access,Account Access issue reported by Priya Sharma,Open,,,Low,10000
2025-06-01 05:09:00,SR-1992556,Priority 4,Fatima Singh,HR,Leave Policy,Leave Policy issue reported by Fatima Singh,Pending,,,Critical,5000
2025-07-03 15:52:00,SR-1906837,Priority 3,Alfarhan Singh,HR,Compliance,Compliance issue reported by Alfarhan Singh,In Progress,,,Critical,200
2025-06-11 03:56:00,INC-1997691,Priority 2,Neha Patel,IT Support,Software Install,Software Install issue reported by Neha Patel,In Progress,,,Low,1000
2025-05-29 22:58:00,INC-1913508,Priority 1,Neha Demilian,ACCOPS,Token Reset,Token Reset issue reported by Neha Demilian,Open,,,Critical,5000
2025-07-27 16:48:00,SR-1948744,Priority 1,Kunal Demilian,Network,Bandwidth,Bandwidth issue reported by Kunal Demilian,In Progress,,,Low,1000
2025-05-12 03:53:00,INC-1974646,Priority 3,Neha Iyer,Facilities,Transport,Transport issue reported by Neha Iyer,Pending,,,Low,3000
2025-05-27 21:56:00,INC-1993890,Priority 3,George Dubey,Facilities,Transport,Transport issue reported by George Dubey,Closed,2025-06-01 04:48:48,102.88,High,1000
2025-06-07 05:00:00,INC-1986233,Priority 3,Sadhana Fernandes,HR,Payroll,Payroll issue reported by Sadhana Fernandes,Pending,,,Medium,5000
2025-03-29 12:41:00,SR-1932897,Priority 3,Anjali Dubey,Facilities,Seating,Seating issue reported by Anjali Dubey,Open,,,Low,10000
2025-05-23 00:46:00,SR-1927279,Priority 2,Anjali Sharma,Finance,Invoice,Invoice issue reported by Anjali Sharma,Open,,,Critical,10000
2025-06-29 13:50:00,SR-1904385,Priority 2,Fatima Verma,HR,Compliance,Compliance issue reported by Fatima Verma,Open,,,Medium,500
2025-05-24 18:11:00,SR-1901924,Priority 4,George Verma,LM Onboarding,New joinee queries,New joinee queries issue reported by George Verma,Open,,,High,200
2025-04-22 01:26:00,INC-1944651,Priority 3,Sadhana Verma,IT Support,Software Install,Software Install issue reported by Sadhana Verma,In Progress,,,Low,500
2025-04-12 04:57:00,INC-1948925,Priority 3,Ravi Demilian,ACCOPS,Account Access,Account Access issue reported by Ravi Demilian,Open,,,High,10000
2025-04-13 00:14:00,INC-1980706,Priority 4,Anjali Iyer,Finance,Budget Request,Budget Request issue reported by Anjali Iyer,Pending,,,Medium,1000
2025-02-08 18:27:00,SR-1924063,Priority 3,Alfarhan Sharma,Finance,Invoice,Invoice issue reported by Alfarhan Sharma,Closed,2025-02-12 07:30:36,85.06,Critical,5000
2025-03-05 11:56:00,SR-1998075,Priority 2,David Fernandes,ACCOPS,VPN,VPN issue reported by David Fernandes,Open,,,Medium,5000
2025-02-02 02:40:00,INC-1908224,Priority 4,David Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by David Khan,Pending,,,High,1000
2025-06-22 01:55:00,INC-1954568,Priority 1,Neha Singh,Finance,Expense Claim,Expense Claim issue reported by Neha Singh,Open,,,High,200
2025-04-02 20:53:00,SR-1970999,Priority 3,Anjali Wilson,Finance,Budget Request,Budget Request issue reported by Anjali Wilson,Pending,,,Low,500
2025-07-13 19:20:00,INC-1979742,Priority 4,Kunal Fernandes,HR,Leave Policy,Leave Policy issue reported by Kunal Fernandes,Open,,,Low,1000
2025-03-15 01:08:00,INC-1985670,Priority 3,Sadhana Verma,HR,Payroll,Payroll issue reported by Sadhana Verma,Pending,,,Medium,1000
2025-04-02 22:01:00,INC-1950691,Priority 3,Sadhana Khan,Facilities,Seating,Seating issue reported by Sadhana Khan,Open,,,Critical,10000
2025-03-12 23:31:00,SR-1926867,Priority 1,Priya Verma,Facilities,Transport,Transport issue reported by Priya Verma,Closed,2025-03-14 14:08:12,38.62,Low,1000
2025-05-30 19:45:00,INC-1931832,Priority 2,Neha Iyer,Finance,Expense Claim,Expense Claim issue reported by Neha Iyer,Closed,2025-06-02 16:54:00,69.15,High,5000
2025-05-10 21:43:00,INC-1973722,Priority 4,Kunal Verma,ACCOPS,Token Reset,Token Reset issue reported by Kunal Verma,Closed,2025-05-11 09:47:12,12.07,Low,5000
2025-07-12 18:06:00,INC-1933469,Priority 2,Sadhana Iyer,IT Support,Laptop Issue,Laptop Issue issue reported by Sadhana Iyer,Pending,,,Low,1000
2025-04-28 22:08:00,SR-1955158,Priority 4,David Iyer,ACCOPS,VPN,VPN issue reported by David Iyer,In Progress,,,Critical,1000
2025-02-26 01:05:00,SR-1985298,Priority 1,Neha Verma,Finance,Expense Claim,Expense Claim issue reported by Neha Verma,In Progress,,,High,200
2025-04-19 09:55:00,SR-1911156,Priority 2,Alfarhan Demilian,Network,Bandwidth,Bandwidth issue reported by Alfarhan Demilian,In Progress,,,Low,1000
2025-05-13 00:57:00,SR-1900671,Priority 3,Sadhana Demilian,Finance,Budget Request,Budget Request issue reported by Sadhana Demilian,Pending,,,Critical,3000
2025-03-10 15:43:00,SR-1938999,Priority 4,Kunal Singh,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Singh,Closed,2025-03-14 07:31:36,87.81,Low,10000
2025-07-04 09:38:00,INC-1918937,Priority 2,Sadhana Patel,Network,Bandwidth,Bandwidth issue reported by Sadhana Patel,In Progress,,,Low,3000
2025-02-11 11:57:00,SR-1942276,Priority 2,Fatima Patel,HR,Leave Policy,Leave Policy issue reported by Fatima Patel,Pending,,,Critical,200
2025-04-26 16:18:00,INC-1940665,Priority 2,Fatima Khan,Finance,Budget Request,Budget Request issue reported by Fatima Khan,Open,,,Medium,10000
2025-02-19 23:06:00,INC-1957536,Priority 4,Ravi Demilian,Network,Bandwidth,Bandwidth issue reported by Ravi Demilian,Closed,2025-02-20 19:27:36,20.36,Low,1000
2025-04-24 07:39:00,INC-1904087,Priority 1,Anjali Sharma,ACCOPS,Token Reset,Token Reset issue reported by Anjali Sharma,Pending,,,High,1000
2025-04-19 02:29:00,SR-1930162,Priority 3,Ravi Sharma,Finance,Expense Claim,Expense Claim issue reported by Ravi Sharma,Open,,,Low,1000
2025-03-06 23:09:00,INC-1930376,Priority 2,Ravi Patel,ACCOPS,VPN,VPN issue reported by Ravi Patel,In Progress,,,High,200
2025-07-19 21:42:00,SR-1943088,Priority 1,George Fernandes,Network,Bandwidth,Bandwidth issue reported by George Fernandes,Closed,2025-07-20 13:55:12,16.22,Medium,200
2025-06-26 08:23:00,INC-1949035,Priority 4,Priya Khan,Facilities,Cafeteria,Cafeteria issue reported by Priya Khan,Pending,,,High,1000
2025-03-31 10:16:00,SR-1916197,Priority 2,Priya Iyer,Facilities,Seating,Seating issue reported by Priya Iyer,In Progress,,,Low,500
2025-02-13 22:20:00,SR-1989053,Priority 1,Priya Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Priya Patel,Pending,,,Medium,3000
2025-03-06 01:38:00,INC-1907177,Priority 3,Priya Demilian,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Demilian,Pending,,,High,1000
2025-04-27 15:03:00,INC-1985736,Priority 1,Priya Singh,Finance,Expense Claim,Expense Claim issue reported by Priya Singh,Pending,,,Low,500
2025-05-22 11:33:00,INC-1981237,Priority 4,Kunal Demilian,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Demilian,In Progress,,,Medium,10000
2025-06-12 03:23:00,INC-1901354,Priority 3,Alfarhan Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Alfarhan Khan,Closed,2025-06-14 07:37:24,52.24,Low,1000
2025-06-22 12:57:00,INC-1913548,Priority 4,Neha Singh,ACCOPS,Account Access,Account Access issue reported by Neha Singh,Closed,2025-06-26 09:56:24,92.99,High,10000
